"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date","name","email","phone.number","credit_card"
"Resort Hotel",0,13,2016,"July",28,7,1,3,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit",240,NA,0,"Transient",208.5,1,1,"Check-Out","2016-07-11","Shelby Guerrero","ShelbyGuerrero98@aol.com","956-249-9522","************2176"
"Resort Hotel",1,244,2017,"August",33,14,3,7,2,2,0,"BB","MAR","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit",240,NA,0,"Transient",246.8,0,0,"Canceled","2017-05-22","James Wilson","JamesWilson35@zoho.com","134-492-8193","************6909"
"City Hotel",0,0,2016,"June",23,1,0,1,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",116.1,0,1,"Check-Out","2016-06-02","Thomas Larson","Larson.Thomas@yahoo.com","372-734-8875","************2316"
"City Hotel",0,2,2016,"July",28,6,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit",14,NA,0,"Transient",149,0,0,"Check-Out","2016-07-07","Brenda Wells","Brenda_Wells@att.com","438-235-0414","************6309"
"City Hotel",0,0,2015,"August",33,9,2,0,2,0,0,"BB","FRA","Direct","Direct",0,0,0,"A","A",0,"No Deposit",NA,NA,0,"Transient",105,0,0,"Check-Out","2015-08-11","Rachel Smith","Smith_Rachel@gmail.com","382-329-2569","************4821"
"Resort Hotel",0,189,2017,"August",33,13,4,5,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",240,NA,0,"Transient",186.44,0,1,"Check-Out","2017-08-22","Stacey Douglas","Stacey_D@protonmail.com","980-579-9174","************4561"
"City Hotel",1,153,2017,"June",25,21,0,4,1,0,0,"BB","PRT","Corporate","TA/TO",0,0,0,"A","A",0,"Non Refund",NA,348,0,"Transient",110,0,0,"Canceled","2017-01-19","Justin Adams","Adams.Justin@outlook.com","155-378-1520","************2590"
"City Hotel",0,3,2017,"March",10,9,0,1,1,0,0,"SC","BRA","Direct","Direct",0,0,0,"A","A",0,"No Deposit",14,NA,0,"Transient",88,0,0,"Check-Out","2017-03-10","Damon Carter","Damon.Carter@yandex.com","474-146-6973","************3105"
"City Hotel",1,297,2015,"August",33,10,1,1,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund",1,NA,0,"Contract",62,0,0,"Canceled","2015-01-01","David Macdonald","David_M34@verizon.com","297-008-3660","************3167"
"City Hotel",0,4,2017,"January",1,5,0,3,2,1,0,"HB","ITA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",7,NA,0,"Transient",141.91,0,2,"Check-Out","2017-01-08","Diana Mckenzie","Diana_M@yahoo.com","820-173-0934","************1980"
"Resort Hotel",0,191,2016,"August",34,17,2,7,2,0,0,"BB","IRL","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit",95,NA,0,"Transient",125.55,0,0,"Check-Out","2016-08-26","Jose Strickland","Strickland_Jose@zoho.com","846-255-5083","************2503"
"City Hotel",1,330,2015,"September",37,12,2,1,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"No Deposit",1,NA,0,"Transient-Party",62.8,0,0,"Canceled","2015-01-01","Michele Stuart","Michele_S@verizon.com","172-013-9046","************5926"
"City Hotel",1,66,2017,"April",15,9,2,0,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NA,NA,0,"Transient",100,0,0,"Canceled","2017-02-02","Jeffery Herman","JHerman@zoho.com","694-645-1116","************7658"
"City Hotel",0,7,2016,"February",7,11,0,3,2,0,0,"HB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","B",0,"No Deposit",28,NA,0,"Transient-Party",116,0,1,"Check-Out","2016-02-14","Tanya Clark","Tanya.Clark@mail.com","567-858-9516","************1273"
"City Hotel",0,10,2017,"January",4,23,1,5,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit",85,NA,0,"Transient",76.5,0,0,"Check-Out","2017-01-29","Danielle Clay","Danielle_C94@att.com","653-054-1226","************2506"
"Resort Hotel",0,222,2016,"May",22,24,0,4,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","E",0,"No Deposit",240,NA,0,"Transient",52.98,1,1,"Check-Out","2016-05-28","Steven Wu","Steven.W@gmail.com","484-077-6571","************8610"
"Resort Hotel",0,147,2016,"August",33,12,0,2,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit",240,NA,0,"Transient",271,1,0,"Check-Out","2016-08-14","Victor Williams","Victor.Williams47@comcast.net","370-070-7363","************5453"
"Resort Hotel",0,124,2015,"August",31,1,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",120.6,0,2,"Check-Out","2015-08-08","Austin Gray","Gray_Austin@outlook.com","666-225-3883","************7232"
"Resort Hotel",0,173,2016,"April",18,30,2,5,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit",240,NA,0,"Transient",46.98,0,2,"Check-Out","2016-05-07","Mary Mills","Mills_Mary@att.com","107-162-5270","************1864"
"City Hotel",1,243,2017,"July",30,26,0,4,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NA,NA,0,"Transient",110,0,0,"Canceled","2016-11-25","Melissa Mitchell","Mitchell.Melissa61@yahoo.com","296-148-3141","************1303"
"City Hotel",1,164,2015,"August",33,14,0,1,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund",1,NA,0,"Transient",60,0,0,"Canceled","2015-06-15","Tonya Wilson","Tonya_W@xfinity.com","543-927-1166","************8799"
"City Hotel",1,150,2017,"June",24,17,2,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",NA,NA,0,"Transient",120,0,0,"Canceled","2017-01-18","Tyler Johnson","Tyler.J37@verizon.com","811-180-5544","************6329"
"Resort Hotel",0,48,2016,"August",34,20,1,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",206,0,1,"Check-Out","2016-08-22","Justin White","Justin.White@yandex.com","262-869-1054","************6444"
"Resort Hotel",0,1,2017,"March",11,15,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","D",0,"No Deposit",NA,135,0,"Transient",35,1,1,"Check-Out","2017-03-16","Kelly Thornton","KellyThornton@gmail.com","224-269-2160","************2948"
"Resort Hotel",1,329,2017,"June",25,21,2,7,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","C",1,"No Deposit",240,NA,0,"Transient",74.25,0,1,"Canceled","2017-05-09","Susan Mendoza","Mendoza_Susan70@yahoo.com","305-235-0237","************7631"
"Resort Hotel",0,127,2017,"May",20,17,2,5,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit",171,NA,0,"Transient",56,0,0,"Check-Out","2017-05-24","Robert Hall","Hall_Robert93@outlook.com","851-193-2363","************6282"
"City Hotel",1,17,2016,"November",47,17,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit",NA,40,0,"Transient",67,0,0,"Canceled","2016-11-15","Thomas Moss","TMoss@aol.com","627-490-6360","************3603"
"Resort Hotel",0,130,2017,"July",29,22,2,5,2,0,0,"FB","PRT","Direct","Direct",0,0,0,"D","D",2,"No Deposit",250,NA,0,"Transient",252.3,1,1,"Check-Out","2017-07-29","Todd Torres","Todd_Torres@zoho.com","390-574-6904","************6055"
"Resort Hotel",0,0,2016,"June",27,30,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"E","E",0,"No Deposit",250,NA,0,"Transient",149,0,0,"Check-Out","2016-07-01","Shannon Burke","Shannon.B30@yandex.com","834-315-1384","************1485"
"City Hotel",1,313,2015,"August",35,26,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund",1,NA,0,"Transient-Party",62,0,0,"Canceled","2015-07-02","Charles Mccoy","Charles_Mccoy32@verizon.com","832-320-3382","************2132"
"Resort Hotel",1,129,2017,"July",30,25,0,2,1,0,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit",250,NA,0,"Transient",175.5,0,0,"Canceled","2017-03-20","Elizabeth Roberts","Elizabeth_Roberts22@xfinity.com","122-007-6816","************5972"
"City Hotel",0,92,2017,"March",10,9,0,3,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",97.2,0,3,"Check-Out","2017-03-12","Christina Rodriguez","Rodriguez.Christina@outlook.com","422-978-4194","************8557"
"City Hotel",1,49,2016,"July",29,11,1,0,2,0,0,"SC","CHN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",93.15,0,0,"Canceled","2016-06-20","Laura Mitchell","Laura_M@hotmail.com","195-503-9924","************2728"
"Resort Hotel",0,4,2016,"May",19,7,2,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit",393,NA,0,"Transient-Party",48.6,0,1,"Check-Out","2016-05-10","Cody Rodriguez","Cody_R@protonmail.com","534-011-3739","************7081"
"City Hotel",1,99,2016,"February",8,19,0,1,2,0,0,"BB","PRT","Corporate","Corporate",0,1,0,"A","A",0,"No Deposit",NA,67,0,"Transient-Party",80,0,0,"Canceled","2015-12-22","Michael Martin","Martin.Michael80@att.com","265-226-5893","************4776"
"City Hotel",0,81,2017,"March",13,30,1,3,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",7,NA,0,"Transient",77.89,0,1,"Check-Out","2017-04-03","Charlotte Smith","CSmith@verizon.com","718-152-7087","************6949"
"City Hotel",0,16,2015,"July",30,25,2,1,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",1,NA,0,"Transient-Party",86,0,0,"Check-Out","2015-07-28","Antonio Perez","Perez_Antonio@mail.com","794-189-6429","************9984"
"Resort Hotel",0,0,2017,"July",30,28,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",192.5,0,1,"Check-Out","2017-07-30","Adam Russell","Russell.Adam88@xfinity.com","724-699-8056","************3140"
"Resort Hotel",1,58,2015,"September",39,21,1,1,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",208,NA,0,"Transient-Party",90,0,0,"Canceled","2015-08-18","Julie Houston","Julie_Houston@comcast.net","460-225-9613","************2402"
"City Hotel",1,292,2015,"August",32,5,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund",1,NA,0,"Transient-Party",62,0,0,"Canceled","2015-07-02","Tony Davis","Davis_Tony@zoho.com","917-848-7438","************1820"
"Resort Hotel",1,74,2016,"February",9,26,1,2,2,0,0,"Undefined","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",68,NA,0,"Transient",70,0,0,"Canceled","2016-01-21","Ashley Harding","AshleyHarding@verizon.com","166-040-9403","************3069"
"City Hotel",0,1,2016,"January",5,28,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","A",0,"No Deposit",NA,40,0,"Transient",65,0,1,"Check-Out","2016-01-29","Tonya Martin","Martin.Tonya72@yahoo.com","774-281-5639","************9807"
"City Hotel",0,119,2016,"August",33,13,2,6,2,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",85,NA,0,"Transient",72.25,0,0,"Check-Out","2016-08-21","Gregory Smith","Gregory_Smith98@zoho.com","446-515-3114","************9968"
"City Hotel",0,78,2017,"January",4,25,0,2,1,0,0,"BB","RUS","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",NA,365,0,"Transient",85,0,0,"Check-Out","2017-01-27","Debbie Vargas","Debbie_V70@hotmail.com","291-254-5509","************3029"
"City Hotel",0,12,2015,"November",48,25,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit",NA,40,0,"Transient-Party",65,0,0,"Check-Out","2015-11-26","Mark Hall","Hall_Mark@aol.com","480-654-4354","************1003"
"City Hotel",0,0,2015,"September",39,23,0,2,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit",7,NA,0,"Transient",119.97,0,0,"Check-Out","2015-09-25","David Holt","DHolt65@verizon.com","191-155-4189","************7387"
"City Hotel",0,104,2016,"December",53,25,2,1,0,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"B","A",1,"No Deposit",9,NA,0,"Transient",91.6,0,2,"Check-Out","2016-12-28","Mrs. Kelsey Henry","Mrs..Henry@aol.com","455-933-4828","************5122"
"City Hotel",0,0,2016,"September",40,27,0,1,3,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"D","D",2,"No Deposit",174,NA,0,"Transient-Party",205,0,0,"Check-Out","2016-09-28","Regina Cabrera","Regina.C@gmail.com","569-308-4538","************2173"
"City Hotel",0,83,2016,"June",25,14,0,1,2,0,0,"BB","TWN","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",167.4,0,1,"Check-Out","2016-06-15","Devin Terrell","Devin.Terrell@verizon.com","251-527-4803","************2239"
"City Hotel",1,276,2015,"July",30,20,1,1,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"No Deposit",1,NA,0,"Contract",62,0,0,"Canceled","2015-01-01","Holly Gray","Gray_Holly65@outlook.com","488-322-4581","************1663"
"Resort Hotel",0,84,2017,"March",9,1,6,19,2,0,0,"HB","CN","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",440,NA,0,"Transient-Party",55.8,0,1,"Check-Out","2017-03-26","Michael Bartlett","Michael_B68@zoho.com","750-496-2229","************7880"
"City Hotel",1,193,2016,"June",26,20,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",162,NA,39,"Transient",120,0,0,"Canceled","2016-01-18","Debra Horton","Debra.H@xfinity.com","502-578-5484","************1823"
"City Hotel",0,195,2016,"July",30,20,2,4,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit",8,NA,0,"Transient",0,0,1,"Check-Out","2016-07-26","Karen Garcia","Karen_G@xfinity.com","918-082-6948","************3276"
"Resort Hotel",0,7,2016,"June",23,1,0,2,1,0,0,"BB","PRI","Corporate","Corporate",1,0,2,"A","A",0,"No Deposit",NA,154,0,"Transient",58,0,0,"Check-Out","2016-06-03","Stephen Carter","Stephen.Carter@protonmail.com","403-158-1381","************6527"
"City Hotel",0,6,2016,"November",48,23,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",53,NA,0,"Transient-Party",75,0,0,"Check-Out","2016-11-25","Amber Martin","AMartin@aol.com","191-224-7216","************3058"
"City Hotel",1,2,2016,"April",18,24,1,0,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",89,0,0,"Canceled","2016-04-22","Rebecca Valdez","Rebecca_Valdez@comcast.net","584-625-3631","************8001"
"City Hotel",0,45,2017,"March",11,12,2,3,2,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",8,NA,0,"Transient",74.8,0,0,"Check-Out","2017-03-17","Daniel Monroe","DMonroe41@yahoo.com","990-454-2820","************1097"
"City Hotel",0,36,2016,"July",29,15,0,1,2,1,0,"BB","DNK","Direct","Direct",0,0,0,"A","D",0,"No Deposit",14,NA,0,"Transient",131.15,0,1,"Check-Out","2016-07-16","Matthew Owens","Owens.Matthew@gmail.com","933-272-0975","************1564"
"City Hotel",1,114,2016,"April",18,30,2,5,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",106.74,0,1,"No-Show","2016-04-30","Leslie Jennings","LJennings@gmail.com","910-666-1153","************4670"
"City Hotel",1,156,2017,"April",17,26,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",37,NA,0,"Transient",100,0,0,"Canceled","2016-11-21","Jonathan Pittman","JonathanPittman43@aol.com","518-378-2696","************6889"
"City Hotel",0,24,2016,"November",46,10,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",1,"No Deposit",NA,NA,0,"Transient",185.4,0,1,"Check-Out","2016-11-11","Heather Morrow","Heather_M@verizon.com","836-180-9437","************1648"
"Resort Hotel",1,216,2017,"August",33,19,2,5,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",240,NA,0,"Transient",204,0,0,"Canceled","2017-07-27","Alexander Ellis","Alexander.E@yahoo.com","899-821-9912","************5968"
"Resort Hotel",0,1,2017,"July",29,19,0,0,2,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit",240,NA,0,"Transient-Party",0,0,1,"Check-Out","2017-07-19","Scott Walker","SWalker73@protonmail.com","334-843-2971","************9312"
"City Hotel",0,181,2016,"October",42,11,0,2,1,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",234,NA,0,"Transient-Party",120,0,0,"Check-Out","2016-10-13","Ashley Mullins","Ashley.Mullins76@gmail.com","703-282-6588","************2309"
"Resort Hotel",1,364,2016,"October",42,12,0,4,2,0,0,"BB","PRT","Groups","Corporate",0,0,0,"A","A",0,"No Deposit",NA,223,0,"Transient-Party",46,0,0,"Canceled","2016-09-29","Melissa Cooper","Cooper_Melissa@outlook.com","836-919-3983","************4142"
"Resort Hotel",1,23,2016,"December",50,10,1,1,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",240,NA,0,"Transient",72,0,0,"Canceled","2016-11-27","Charles Adams","CharlesAdams@protonmail.com","327-041-7982","************9438"
"City Hotel",1,54,2017,"August",33,16,0,1,2,1,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",189,0,2,"Canceled","2017-07-04","Hannah Hughes","Hannah_H51@aol.com","420-081-5444","************6454"
"City Hotel",0,25,2016,"September",38,11,2,0,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",110,0,1,"Check-Out","2016-09-13","Emily Thomas","EmilyThomas@aol.com","194-328-1301","************9854"
"Resort Hotel",0,13,2015,"July",30,22,0,1,2,1,0,"HB","PRT","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit",241,NA,0,"Transient",193.81,1,1,"Check-Out","2015-07-23","Angela Dunn","Angela_Dunn95@hotmail.com","998-702-9802","************5162"
"Resort Hotel",1,148,2015,"October",43,24,0,1,2,0,0,"BB","PRT","Groups","Direct",0,0,0,"A","A",0,"Non Refund",NA,NA,0,"Transient",47,0,0,"Canceled","2015-06-26","Amanda Wood","Amanda.W21@hotmail.com","310-822-6671","************6163"
"Resort Hotel",0,85,2016,"July",30,18,3,6,2,0,0,"BB","AUT","Online TA","TA/TO",0,0,0,"A","A",2,"No Deposit",240,NA,0,"Transient",165.56,0,2,"Check-Out","2016-07-27","Haley Reed","Reed.Haley@yandex.com","731-758-1280","************8874"
"City Hotel",0,12,2017,"June",23,5,1,1,2,0,0,"SC","ROU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",149,1,1,"Check-Out","2017-06-07","Sydney Hamilton","Sydney_Hamilton@yahoo.com","367-273-5753","************5950"
"City Hotel",1,44,2016,"July",27,1,0,2,3,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",150.3,0,0,"Canceled","2016-06-26","Nathaniel Young","Nathaniel.Y@outlook.com","760-268-1272","************6594"
"City Hotel",0,0,2016,"December",51,13,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,4,"A","A",0,"No Deposit",NA,40,0,"Transient",67,0,1,"Check-Out","2016-12-14","Lawrence Lewis","Lawrence.Lewis@protonmail.com","849-185-5732","************8545"
"Resort Hotel",0,4,2017,"January",3,17,0,0,1,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","E",0,"No Deposit",NA,NA,0,"Transient-Party",0,0,0,"Check-Out","2017-01-17","Julia Terry","Julia.T72@verizon.com","925-430-5496","************9254"
"City Hotel",0,2,2017,"July",28,12,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit",NA,40,0,"Transient",65,0,0,"Check-Out","2017-07-13","Michael Wong","MichaelWong@hotmail.com","335-950-8828","************7944"
"Resort Hotel",1,177,2017,"July",27,2,2,5,2,2,0,"BB","BEL","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit",240,NA,0,"Transient",182.86,0,0,"Canceled","2017-01-11","Sabrina Johnson","Sabrina.Johnson56@comcast.net","701-051-1097","************7653"
"City Hotel",1,137,2016,"January",5,27,0,2,1,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund",29,NA,45,"Transient",70,0,0,"Canceled","2015-10-27","Taylor Torres","Torres.Taylor91@hotmail.com","674-499-2901","************3811"
"City Hotel",0,167,2016,"August",32,4,2,3,2,0,0,"BB","IRL","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",22,NA,0,"Transient",72.25,0,1,"Check-Out","2016-08-09","Lucas Reynolds","Lucas_R@yahoo.com","743-706-0373","************2151"
"City Hotel",1,116,2017,"May",20,15,1,2,3,0,0,"HB","FRA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit",9,NA,0,"Transient",216,0,3,"Canceled","2017-02-01","Katrina Hill","Katrina.Hill@gmail.com","780-658-6494","************5871"
"City Hotel",0,60,2015,"December",53,27,2,3,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",85,NA,0,"Transient",68,0,0,"Check-Out","2016-01-01","Joseph Johnson","JJohnson@att.com","279-407-5914","************7582"
"Resort Hotel",1,214,2017,"March",12,24,2,5,1,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",273,NA,0,"Transient-Party",46,0,0,"Canceled","2016-12-15","Robert Robinson","Robert_R@zoho.com","108-084-1434","************5889"
"City Hotel",0,151,2016,"January",4,19,0,3,1,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",3,"No Deposit",19,NA,63,"Transient-Party",71,0,0,"Check-Out","2016-01-22","Joyce Smith","Joyce_S30@xfinity.com","458-505-0056","************3789"
"City Hotel",0,405,2017,"July",27,4,0,2,2,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",6,NA,0,"Transient-Party",114.4,0,0,"Check-Out","2017-07-06","Kelsey Duncan","Kelsey_D@mail.com","481-518-8537","************5711"
"City Hotel",1,10,2016,"February",8,17,0,3,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",130.33,0,0,"Canceled","2016-02-08","David Mcgee","DMcgee31@outlook.com","119-759-4847","************7689"
"Resort Hotel",0,184,2015,"July",28,7,2,9,2,0,0,"HB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",143,NA,0,"Contract",110.5,0,0,"Check-Out","2015-07-18","Brandy Case","Brandy.Case@comcast.net","412-820-0005","************7448"
"City Hotel",1,24,2017,"June",22,1,4,10,2,0,0,"BB","ARE","Direct","Direct",0,0,0,"A","A",0,"No Deposit",14,NA,0,"Transient",143.57,0,0,"Canceled","2017-05-23","Lindsey Hayes","Hayes_Lindsey@protonmail.com","150-610-0704","************3621"
"City Hotel",0,48,2017,"April",15,10,1,3,3,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit",9,NA,0,"Transient",198,0,2,"Check-Out","2017-04-14","Sherry Santos","Santos_Sherry@protonmail.com","557-454-2209","************5389"
"Resort Hotel",0,0,2016,"December",49,2,0,1,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",48,0,0,"Check-Out","2016-12-03","Albert Cabrera","Cabrera.Albert@yahoo.com","157-161-9675","************5844"
